,Commentary,Runs,Delivery_Length,Delivery_Line,Shot_Type,Run/NoRun,Bowler_Type,Bowler_Name,Avg_Ball_Speed,MatchID,Dismissal,Dismissal_Type,Beaten/NotBeaten,Home_Away,Good_Bad_Shot,Opponent,Stadium,Shot_Zone,Delivery_Number,Toss,TossDecision,D/N
14,"Shakib to Rohit, 1 run, <b>10th T20I fifty</b> for Rohit. He steps out and drives this flighted delivery hard but straight to long-off. Just a gentle raise of the bat and his team-mates applaud from the dug-out",1,GoodLength,Unknown,Drive,run,left arm orthodox,Shakib,82.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,LongOff,41,0,Fielding,DN
15,"Mustafizur Rahman to Rohit, 1 run, chipped in the air as Rohit fails to read a slower ball, he checked his flick and it was in the air for a while, but the man at mid-on had a bit of ground to cover to his right and he couldn't get there",1,GoodLength,wicket_to_wicket,Flick,run,left arm medium,Mustafizur Rahman,129.7,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,LongOn,40,0,Fielding,DN
16,"Mustafizur Rahman to Rohit, 1 run, slightly back of a length, Rohit hops and guides it to third man. Looked like the slower ball and there was a bit of extra bounce, probably the ball hit the seam, Rohit loses his bottom hand grip as he plays that shot",1,Short,outside_stumps,Late_Cut,run,left arm medium,Mustafizur Rahman,129.7,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,ThirdMan,39,0,Fielding,DN
17,"Mustafizur Rahman to Rohit, 1 run, short of length delivery angled across, guided to third man",1,Short,wicket_to_wicket,Late_Cut,run,left arm medium,Mustafizur Rahman,129.7,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,ThirdMan,38,0,Fielding,DN
18,"Shakib to Rohit, 1 run, fullish and angled in, Rohit works it to deep square leg",1,Full,wicket_to_wicket,Unknown,run,left arm orthodox,Shakib,82.1,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,SquareLeg,37,0,Fielding,DN
19,"Shakib to Rohit, 1 run, Rohit punches off the back foot to long-off",1,GoodLength,outside_stumps,Defensive_shot,run,left arm orthodox,Shakib,82.1,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,LongOff,36,0,Fielding,DN
20,"Shakib to Rohit, 1 run, slider on the stumps, Rohit taps it to cover",1,Full,wicket_to_wicket,Drive,run,left arm orthodox,Shakib,82.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,Cover,35,0,Fielding,DN
21,"Mortaza to Rohit, 1 run, short of length delivery on the stumps, Rohit works it to deep mid-wicket",1,Short,wicket_to_wicket,Pull_hook,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,Midwicket,34,0,Fielding,DN
22,"Mortaza to Rohit, 1 run, Rohit rolls his wrists on this and works this to deep mid-wicket",1,Unknown,Unknown,Pull_hook,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,Midwicket,33,0,Fielding,DN
23,"Mortaza to Rohit, <b>FOUR</b>, fine leg is inside the ring and to bowl a leg-stump line is a sin. Short of a length delivery on the leg stump, Rohit helps it on its way to the left of the man at 45 and picks up another boundary",4,Short,wicket_to_wicket,Unknown,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,FineLeg,32,0,Fielding,DN
24,"Mortaza to Rohit, 2 runs, slower delivery outside off stump, Rohit leans forward and drives along the ground to sweeper cover",2,Full,outside_stumps,Sweep,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,Cover,31,0,Fielding,DN
25,"Taskin Ahmed to Rohit, <b>FOUR</b>, oh dear! This is sloppy from Bangladesh! Short of a length delivery outside off stump, Rohit opens the face of the bat at the last moment and guides it to third man. The fielder at third man was probably moved to his right after a four and six to his rigth earlier in the over, this time Rohit places it to his left, he actually covered the ground and got to the ball, but fumbled and let it go through his legs",4,Short,wicket_to_wicket,No_shot,run,right arm fast medium,Taskin Ahmed,136.6,16335,0,,beaten,away,good,Bangladesh,Shere Bangla National Stadium,Cover,30,0,Fielding,DN
26,"Taskin Ahmed to Rohit, <b>SIX</b>, this is even shorter in length and this is an excellent shot from Rohit. Short and wide outside off stump, Rohit upper-cuts and deliberately hits it in the air over backward point, sweet timing and it sails all the way. This is turning out to be a great over for India after that dropped catch",6,Short,outside_stumps,Cut,run,right arm fast medium,Taskin Ahmed,136.6,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,Point,29,0,Fielding,DN
27,"Taskin Ahmed to Rohit, <b>FOUR</b>, Rohit starts to hurt straightaway. This is poor bowling from Taskin Ahmed. Short and wide outside off stump, Rohit just opens the face of the bat and guides it past backward point, the timing was so good and third man no chance",4,Short,outside_stumps,Late_Cut,run,right arm fast medium,Taskin Ahmed,136.6,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,Point,28,0,Fielding,DN
28,"Taskin Ahmed to Rohit, no run, in the airrrr and <b>dropped</b>. Shakib Al Hasan the culprit at backward point. Good to see a smile on Taskin Ahmed's face despite the catch going down. This is full and just tailing away outside off stump, Rohit square-drives the ball really well, he actually hit it very hard and it was too quick for Shakib there. In fact, the replay shows that the ball came at at awkward height for Shakib there. It was slightly to his left and around chest height, because it came quickly at it, he couldn't do it reverse-cup style",0,Full,outside_stumps,Cut,norun,right arm fast medium,Taskin Ahmed,136.6,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Point,27,0,Fielding,DN
29,"Taskin Ahmed to Rohit, no run, almost a CTRL+C, CTRL+V of the previous ball there. Very similar delivery, similar shot attempted and a similar result",0,Unknown,Unknown,Unknown,norun,right arm fast medium,Taskin Ahmed,136.6,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Unknown,26,0,Fielding,DN
30,"Taskin Ahmed to Rohit, no run, swing and a miss. Good length delivery wide outside off stump, just enough movement to leave the right-hander, Rohit throws his bat at it as he tries to go over cover, but fails to make contact",0,GoodLength,outside_stumps,No_shot,norun,right arm fast medium,Taskin Ahmed,136.6,16335,0,,beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Cover,25,0,Fielding,DN
31,"Mahmudullah to Rohit, 1 run, Mahmudullah shortens the length on seeing Rohit step out and the batsman only manages to nudge it through mid-wicket",1,Short,Unknown,Pull_hook,run,right arm off break,Mahmudullah,86.3,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,Midwicket,24,0,Fielding,DN
32,"Mahmudullah to Rohit, 1 run, short enough for Rohit to rock back and punch to deep extra-cover",1,Short,outside_stumps,Defensive_shot,run,right arm off break,Mahmudullah,86.3,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Cover,23,0,Fielding,DN
33,"Mahmudullah to Rohit, 1 run, the offie to the right-hander and Rohit comes down the track straightaway, driven along the ground to long-on",1,GoodLength,wicket_to_wicket,Drive,run,right arm off break,Mahmudullah,86.3,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,LongOn,22,0,Fielding,DN
34,"Shakib to Rohit, 1 run, fullish and on the stumps, Rohit leans forward and flicks along the ground to deep mid-wicket",1,Full,wicket_to_wicket,Flick,run,left arm orthodox,Shakib,82.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,Midwicket,21,0,Fielding,DN
35,"Shakib to Rohit, 1 run, Rohit goes deep in the crease and works this wide of mid-on",1,Unknown,Unknown,Drive,run,left arm orthodox,Shakib,82.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,LongOn,20,0,Fielding,DN
36,"Shakib to Rohit, no run, this is slightly quicker through the air, Rohit cuts well, but straight to backward point",0,GoodLength,outside_stumps,Cut,norun,left arm orthodox,Shakib,82.1,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Point,19,0,Fielding,DN
37,"Shakib to Rohit, no run, shortish and outside off stump, punched towards point",0,Short,outside_stumps,Defensive_shot,norun,left arm orthodox,Shakib,82.1,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Point,18,0,Fielding,DN
38,"Mahmudullah to Rohit, 1 run, nice and full from round the wicket, easily driven down to long-on",1,Full,outside_stumps,Drive,run,right arm off break,Mahmudullah,86.3,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,LongOn,17,0,Fielding,DN
39,"Mahmudullah to Rohit, 1 run, leg-stumpish from Mahmudullah, Rohit nudges it to mid-wicket",1,GoodLength,wicket_to_wicket,Pull_hook,run,right arm off break,Mahmudullah,86.3,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,Midwicket,16,0,Fielding,DN
40,"Mahmudullah to Rohit, no run, shortish from Mahmudullah, Rohit pulls it to mid-wicket",0,Short,wicket_to_wicket,Pull_hook,norun,right arm off break,Mahmudullah,86.3,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Midwicket,15,0,Fielding,DN
41,"Mortaza to Rohit, 1 run, yes-no, but Raina is safe. Short of a length delivery outside off stump, Rohit opens the face of the bat and guides it to the right of third man, Taskin runs to his right from third man and makes a tumbling saves, fires the throw to the keeper, Raina was charging back for the second, but a loud call of ""noooo"" from his partner meant he was back in time before the keeper broke the stumps with a direct-hit",1,Short,wicket_to_wicket,Late_Cut,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,ThirdMan,14,0,Fielding,DN
42,"Mortaza to Rohit, 1 run, easily punched off the back foot through cover-point as Mortaza bowls a short of length delivery outside off stump",1,Short,outside_stumps,Defensive_shot,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Cover,13,0,Fielding,DN
43,"Mortaza to Rohit, 2 runs, short of length delivery on the leg stump, Rohit easily works it through backward square leg",2,Short,wicket_to_wicket,Unknown,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,SquareLeg,12,0,Fielding,DN
44,"Mortaza to Rohit, no run, length delivery from Mortaza, Rohit defends into the on-side",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Unknown,11,0,Fielding,DN
45,"Mortaza to Rohit, 1 run, this is a good looking off-drive, but mid-off dives to his right and makes a half-stop, can't prevent the run though",1,GoodLength,outside_stumps,Drive,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,LongOff,10,0,Fielding,DN
46,"Mortaza to Rohit, 2 runs, in the airrrr, there is a man in the deep at mid-wicket, but it lands to his left. Shakib was the fielder there. Shortish delivery on the stumps, bounced a bit extra than Rohit anticipated, hence he couldn't time the ball, hit high on the bat and flew high in the air, Shakib ran to his left, covered decent ground, but couldn't get there",2,Short,wicket_to_wicket,Pull_hook,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,Midwicket,9,0,Fielding,DN
47,"Taskin Ahmed to Rohit, 2 runs, this is sloppy from the man at cover. This was a dot ball and Rohit was actually practicing placing the cut shot better next time round. Short of a length delivery just coming back in slightly, the ball rolls to cover off the inside half of the bat, the fielder fires a wayward throw to the keeper, who could not stop the ball despite jumping high",2,Short,outside_stumps,Drive,run,right arm fast medium,Taskin Ahmed,136.6,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,Cover,8,0,Fielding,DN
48,"Taskin Ahmed to Rohit, no run, short of length delivery outside off stump, Rohit cuts and finds the man at backward point",0,Short,outside_stumps,Cut,norun,right arm fast medium,Taskin Ahmed,136.6,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Point,7,0,Fielding,DN
49,"Al-Amin to Rohit, <b>FOUR</b>, nicely punched off the back foot and Rohit hardly moved after timing that ball so sweetly. He knew that this was a certain boundary as soon as it passed that diving fielder at cover. Slightly back of a length and outside off stump, Rohit allows the ball to come and then punches with lovely hands to the left of the man at cover. First boundary of the game",4,Short,outside_stumps,Defensive_shot,run,right arm fast medium,Al-Amin,120,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Cover,6,0,Fielding,DN
50,"Al-Amin to Rohit, no run, Rohit gets behind the line and defends well",0,Full,outside_stumps,Defensive_shot,norun,right arm fast medium,Al-Amin,120,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Unknown,5,0,Fielding,DN
51,"Taskin Ahmed to Rohit, no run, on a good length and close to the off stump, Rohit waits and defends",0,Full,outside_stumps,Defensive_shot,norun,right arm fast medium,Taskin Ahmed,136.6,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Unknown,4,0,Fielding,DN
52,"Taskin Ahmed to Rohit, no run, <b>beaten</b>! Short of a length delivery outside off stump, not much of movement on this one, Rohit goes hard at the cut shot, wanted to hit it in the air, but the ball bounced a bit extra and flew past the edge of the bat",0,Short,outside_stumps,Edge,norun,right arm fast medium,Taskin Ahmed,136.6,16335,0,,beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Unknown,3,0,Fielding,DN
53,"Taskin Ahmed to Rohit, no run, oh once again good amount of movement off the seam into the right-hander, but not close enough to knock the off pole over as Rohit shoulders arms",0,Short,outside_stumps,No_shot,norun,right arm fast medium,Taskin Ahmed,136.6,16335,0,,beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Unknown,2,0,Fielding,DN
54,"Taskin Ahmed to Rohit, 1 run, looks like this was the attempted away-going ball from Taskin, Rohit opens the face of the bat and guides it to third man. First runs on the board and Rohit will feel sligthly better now",1,Unknown,Unknown,Late_Cut,run,right arm fast medium,Taskin Ahmed,136.6,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,ThirdMan,1,0,Fielding,DN
55,"Taskin Ahmed to Rohit, no run, wow! What a start for Taskin Ahmed. This one nipped back in sharply and also bounced a bit extra, was slightly back of a length that started outside off stump, Rohit was on the back foot to block, he was hurried by the movement and the bounce, jammed his bat down and it rolled off the splice of the bat towards the slip cordon",0,Short,wicket_to_wicket,Defensive_shot,norun,right arm fast medium,Taskin Ahmed,136.6,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,ThirdMan,0,0,Fielding,DN
2,"Amir to Rohit, no run, oh my word! <b>A louuddddd shout</b>, not given and Pakistan can't believe it! Afridi has a chat with the umpire. What a ball first up. That looked very out for me. Fast inswinging yorker from Amir, Rohit was late in bringing his bat down, the ball hit the boot in line with the off stump and that would have probably crashed into the off stump. The Pakistani players can't believe that it wasn't given out",0,Full,wicket_to_wicket,No_shot,norun,left arm fast medium,Amir,139.4,16338,0,,not_beaten,away,bad,Pakistan,Shere Bangla National Stadium,Unknown,0,1,Fielding,DN
2,"Kulasekara to Rohit, no run, ""noooo"" shouts Rohit, after toe-ending the off-drive to mid-off. He knows that he should have done better with it, for it was full and right in the slot to be put away",0,Full,outside_stumps,Drive,norun,right arm fast medium,Kulasekara,125.9,16341,0,,not_beaten,away,bad,Sri Lanka,Shere Bangla National Stadium,LongOff,12,1,Fielding,DN
3,"Mathews to Rohit, 1 run, too straight from Mathews, Rohit wrists it to long leg",1,GoodLength,wicket_to_wicket,Unknown,run,right arm fast medium,Mathews,119.9,16341,0,,not_beaten,away,bad,Sri Lanka,Shere Bangla National Stadium,FineLeg,11,1,Fielding,DN
4,"Mathews to Rohit, no run, Rohit drives it back to the bowler off the inside-half of the bat",0,GoodLength,outside_stumps,Drive,norun,right arm fast medium,Mathews,119.9,16341,0,,not_beaten,away,bad,Sri Lanka,Shere Bangla National Stadium,Unknown,10,1,Fielding,DN
5,"Mathews to Rohit, <b>FOUR</b>, in the airrrrr and <b>almost 2 in 2 for Sri Lanka</b>. Mathews shakes his head as he walks back to his bowling mark, but that was a good effort by Chameera. Fullish and on the stumps, Rohit checks the flick shot, was in the air for a while, mid-on rushes and dives full length forward, but it falls just short and Chameera couldn't get his body behind the ball as well and it escapes for four",4,Short,wicket_to_wicket,Flick,run,right arm fast medium,Mathews,119.9,16341,0,,not_beaten,away,good,Sri Lanka,Shere Bangla National Stadium,LongOn,9,1,Fielding,DN
6,"Kulasekara to Rohit, 1 run, allows the length delivery to come and works it towards backward square leg",1,GoodLength,wicket_to_wicket,Unknown,run,right arm fast medium,Kulasekara,125.9,16341,0,,not_beaten,away,bad,Sri Lanka,Shere Bangla National Stadium,SquareLeg,8,1,Fielding,DN
7,"Kulasekara to Rohit, <b>FOUR</b>, no, no, no! That's full and juicy, Rohit helps himself to an easy boundary. Kulasekara fires it full and on the stumps, probably looking for some swing, but this went straight on and Rohit easily lofts it over mid-on for a one-bounce four",4,Full,wicket_to_wicket,Drive,run,right arm fast medium,Kulasekara,125.9,16341,0,,not_beaten,away,good,Sri Lanka,Shere Bangla National Stadium,LongOn,7,1,Fielding,DN
8,"Kulasekara to Rohit, no run, Rohit was slightly opened up by the late away movement on this short of length delivery outside off stump, the back foot punch goes off the outer half of the bat towards cover",0,Short,outside_stumps,Defensive_shot,norun,right arm fast medium,Kulasekara,125.9,16341,0,,not_beaten,away,bad,Sri Lanka,Shere Bangla National Stadium,Cover,6,1,Fielding,DN
