,Commentary,Runs,Delivery_Length,Delivery_Line,Shot_Type,Run/NoRun,Bowler_Type,Bowler_Name,Avg_Ball_Speed,MatchID,Dismissal_Type,Beaten/NotBeaten,Home_Away,Good_Bad_Shot,Opponent,Stadium,Shot_Zone,Delivery_Number,Toss,TossDecision,D/N
112,"Amir to Warner, no run, a lunge forward and pounces on what should have been getting just a defence with a stern drive. To mid-off",0,GoodLength,Unknown,Drive,norun,left arm fast medium,Amir,136.4,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,LongOff,18,1,Batting,DN
113,"Amir to Warner, no run, stays back and provides all the respect a delivery on the stumps deserves off a full bat face",0,Full,wicket_to_wicket,Unknown,norun,left arm fast medium,Amir,136.4,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,17,1,Batting,DN
114,"Amir to Warner, <b>FOUR</b>, overcooked. Just too easy. On the hips and Warner just fends it away high off his splice. Does it matter? His luck and his form just keep adding the runs to his kitty. The boundary behind square is disturbed",4,Unknown,outside_stumps,Unknown,run,left arm fast medium,Amir,136.4,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,16,1,Batting,DN
115,"Amir to Warner, 2 runs, follows him with a straight one. Veering in on the pads, thanks to Warner's guard outside off and his shuffle to take him further. Responded with a clip for a brace",2,GoodLength,wicket_to_wicket,Unknown,run,left arm fast medium,Amir,136.4,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,15,1,Batting,DN
116,"Amir to Warner, no run, reaches out, with a well controlled stab away from his body keeping the swing away in control as he eases it into the off-side",0,Unknown,Unknown,Unknown,norun,left arm fast medium,Amir,136.4,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,14,1,Batting,DN
117,"Amir to Warner, 2 runs, width. Again. Uppish in his fence and he flashes it off the outside half of his bat through the covers. Is happy to pocket a brace",2,Unknown,outside_stumps,Unknown,run,left arm fast medium,Amir,136.4,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Cover,13,1,Batting,DN
118,"Amir to Warner, no run, another initial trigger taking him across his sticks and follows it up with a tuck. This time finding mid-wicket to perfection",0,Unknown,Unknown,Pull_hook,norun,left arm fast medium,Amir,136.4,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Midwicket,12,1,Batting,DN
119,"Amir to Warner, 2 runs, <b>145kph</b>. Fetched from outside off with a firm closed batted tuck as he gets it through cow corner",2,Unknown,outside_stumps,Unknown,run,left arm fast medium,Amir,145,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,11,1,Batting,DN
120,"Junaid Khan to Warner, <b>FOUR</b>, ahh the full bat face is back. Pounces on the pitched up delivery, shows the maker's name and ensures that it doesn't stop anywhere before hitting the fence straight down the ground",4,Full,Unknown,Unknown,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,10,1,Batting,DN
121,"Junaid Khan to Warner, 1 run, gets on his toes with a ride of the bounce and pats it out wide of cover",1,Unknown,outside_stumps,Unknown,run,left arm fast medium,Junaid Khan,132.7,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Cover,9,1,Batting,DN
122,"Junaid Khan to Warner, 1 run, firmly driven. Presenting the full bat face and gets it to a diving mid-off. Some miscommunication regarding the single is killed by the throw then going to the wrong end",1,Full,Unknown,Drive,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,LongOff,8,1,Batting,DN
123,"Amir to Warner, 1 run, walks across, adopts the line and tucks it in front of square",1,Unknown,outside_stumps,Unknown,run,left arm fast medium,Amir,136.4,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,7,1,Batting,DN
124,"Amir to Warner, no run, <b>another peach</b>. What on earth does Amir have to do to pick up a wicket. Or to simplify - get an edge? Pitches right in the spot in the corridor of uncertainty and straightens just enough to go past a wafty blade on the defensive stand",0,GoodLength,Unknown,Edge,norun,left arm fast medium,Amir,136.4,16488,,beaten,home,bad,Pakistan,Adelaide Oval,Unknown,6,1,Batting,DN
125,"Amir to Warner, 1 run, <b>a streaky steer</b>. Backs away, makes room for himself to take on the fullish delivery veering in on the sticks. Thanks to the away movement, he finds himself eerily running it back into his favoured region, third man",1,Full,Unknown,Late_Cut,run,left arm fast medium,Amir,136.4,16488,,Unknown,home,good,Pakistan,Adelaide Oval,ThirdMan,5,1,Batting,DN
126,"Junaid Khan to Warner, 1 run, a touch of getting squared up. Nothing quite alarming keeping it down and wide of the men perched in the cordon to run it to third man",1,Unknown,outside_stumps,Late_Cut,run,left arm fast medium,Junaid Khan,132.7,16488,,Unknown,home,good,Pakistan,Adelaide Oval,ThirdMan,4,1,Batting,DN
127,"Junaid Khan to Warner, <b>FOUR</b>, a walk and a dispatch. Gets himself forward inheriting himself into the line of the delivery and fetches it with his mighty wrists to dispatch it over mid-wicket",4,Unknown,Unknown,Pull_hook,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Midwicket,3,1,Batting,DN
128,"Junaid Khan to Warner, 1 run, 135.9kph, just the hint of swing coming back in. A tad on the shorter side and Warner, on his back footed defence, thanks to the swing gets the thick inside edge rolling away just past the pitch. Enough for Warner to run across",1,Short,Unknown,Edge,run,left arm fast medium,Junaid Khan,135.9,16488,,beaten,home,bad,Pakistan,Adelaide Oval,Unknown,2,1,Batting,DN
129,"Junaid Khan to Warner, no run, 134.7kph, and he starts off right on the money. Coming in sharply with the angle and makes Warner settle for a defence off the back foot",0,Unknown,Unknown,Defensive_shot,norun,left arm fast medium,Junaid Khan,134.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,1,1,Batting,DN
130,"Amir to Warner, 1 run, edged and dropped at second slip. Warner went hard on this away swinger and got a thick edge. <b>Azhar Ali</b> went with one hand, got fingers to it but could not latch on. Tough one but will go down as a chance. Pakistan will rue that",1,Unknown,Unknown,Edge,run,left arm fast medium,Amir,136.4,16488,,beaten,home,bad,Pakistan,Adelaide Oval,ThirdMan,0,1,Batting,DN
1,"Mark Wood to Warner, <b>out</b> Caught by Root!! <b>Huge strike!</b> Just the start England were after. This is what genuine pace can do and this is exactly what they lacked in the Tests. Wood cranks this up at 142.3kph and shortens his length around off, climbed onto Warner who was in a tangle as he tried to fend. Only managed to get an edge that skied high towards the cordon where Root accepted it by moving a few steps to his left. Australia have been dented early. <b>Warner c Root b Mark Wood 2(5)</b>",,Short,outside_stumps,Edge,norun,right arm fast medium,Mark Wood,142.4,17693, Caught!!,beaten,home,bad,England,Melbourne Cricket Ground,Unknown,5,0,Fielding,DN
3,"Mark Wood to Warner, no run, on a shortish length around off, defended from the crease to the off-side",0,Short,outside_stumps,Defensive_shot,norun,right arm fast medium,Mark Wood,142.4,17693,,not_beaten,home,bad,England,Melbourne Cricket Ground,Unknown,3,0,Fielding,DN
4,"Mark Wood to Warner, 2 runs, <b>just past a diving Morgan!</b> Would have been a stunner had he got to it. Put in a terrific dive to his right a cover-point, the ball just whizzed past him. Shortish and outside off, Warner didn't really go hard at this, was more of a half-hearted waft and it went uppishly. Just cleared the infield",2,Short,outside_stumps,Unknown,run,right arm fast medium,Mark Wood,142.4,17693,,Unknown,home,bad,England,Melbourne Cricket Ground,Cover,2,0,Fielding,DN
5,"Mark Wood to Warner, no run, shortish length around middle, tucks up Warner who nudges it off the back foot towards the leg-side. A bit of extra bounce and a slight inward shape",0,Short,wicket_to_wicket,Unknown,norun,right arm fast medium,Mark Wood,142.4,17693,,not_beaten,home,bad,England,Melbourne Cricket Ground,Unknown,1,0,Fielding,DN
6,"Mark Wood to Warner, no run, sharp start! Bouncer at almost 140kph, well-directed and Warner evades it in time. Good first ball from Wood, he can certainly crank it up",0,Short,Unknown,Unknown,norun,right arm fast medium,Mark Wood,140,17693,,Unknown,home,bad,England,Melbourne Cricket Ground,Unknown,0,0,Fielding,DN
0,"Moeen Ali to Warner, <b>out</b> Caught by Root!! That is an outside edge and Root takes it to his right at slip. The angle does it for Mo. Flighted delivery from round the wicket, Warner was pushing at the ball looking to run it to third man, but the ball spins and takes the edge. Warner puts his head down and walks. England badly needed that wicket, for these two were threatening to make it big. <b>Warner c Root b Moeen Ali 35(40) [4s-5]</b>",,Unknown,Unknown,Late_Cut,norun,right arm off break,Moeen Ali,86,17694, Caught!!,beaten,home,bad,England,The Gabba,ThirdMan,41,1,Batting,DN
2,"Moeen Ali to Warner, 2 runs, short and wide outside off stump, cut to deep point",2,Short,outside_stumps,Unknown,run,right arm off break,Moeen Ali,86,17694,,not_beaten,home,bad,England,The Gabba,Point,39,1,Batting,DN
3,"Moeen Ali to Warner, 1 run, short of length delivery on the leg stump, Warner nudges it to backward square leg",1,Short,wicket_to_wicket,Unknown,run,right arm off break,Moeen Ali,86,17694,,Unknown,home,bad,England,The Gabba,SquareLeg,38,1,Batting,DN
4,"Plunkett to Warner, 1 run, good length delivery just outside off stump, Warner hops and cuts to sweeper cover",1,Full,outside_stumps,Sweep,run,right arm fast medium,Plunkett,136.5,17694,,not_beaten,home,good,England,The Gabba,Cover,37,1,Batting,DN
5,"Plunkett to Warner, 1 run, easily glanced down to fine leg",1,Unknown,wicket_to_wicket,Glance,run,right arm fast medium,Plunkett,136.5,17694,,not_beaten,home,good,England,The Gabba,FineLeg,36,1,Batting,DN
6,"Plunkett to Warner, no run, gets the line straight, cross-seamed full ball seams back in and hits Warner on the pad as he played across the line and missed, pitched outside leg to negate LBW",0,Full,wicket_to_wicket,No_shot,norun,right arm fast medium,Plunkett,136.5,17694,,beaten,home,bad,England,The Gabba,Unknown,35,1,Batting,DN
7,"Plunkett to Warner, <b>wide</b>, that's way down the leg-side",wide,Unknown,wicket_to_wicket,Unknown,norun,right arm fast medium,Plunkett,136.5,17694,,Unknown,home,bad,England,The Gabba,Unknown,34,1,Batting,DN
8,"Plunkett to Warner, no run, fullish and around the off stump, Warner defends off the front foot",0,Full,Unknown,Defensive_shot,norun,right arm fast medium,Plunkett,136.5,17694,,not_beaten,home,bad,England,The Gabba,Unknown,33,1,Batting,DN
9,"Moeen Ali to Warner, 1 run, fired it flat, Warner works it to short fine leg",1,Short,wicket_to_wicket,Unknown,run,right arm off break,Moeen Ali,86,17694,,Unknown,home,bad,England,The Gabba,FineLeg,32,1,Batting,DN
10,"Moeen Ali to Warner, no run, goes back and pushes this flatter delivery towards point",0,GoodLength,Unknown,Defensive_shot,norun,right arm off break,Moeen Ali,86,17694,,not_beaten,home,bad,England,The Gabba,Point,31,1,Batting,DN
11,"Moeen Ali to Warner, no run, flighted delivery from round the wicket, Warner defends into the on-side",0,Full,Unknown,Defensive_shot,norun,right arm off break,Moeen Ali,86,17694,,not_beaten,home,bad,England,The Gabba,Unknown,30,1,Batting,DN
12,"Plunkett to Warner, no run, driven to mid-off",0,GoodLength,Unknown,Drive,norun,right arm fast medium,Plunkett,136.5,17694,,not_beaten,home,bad,England,The Gabba,LongOff,29,1,Batting,DN
13,"Plunkett to Warner, 1 run, knocked away towards backward square leg",1,Unknown,wicket_to_wicket,Unknown,run,right arm fast medium,Plunkett,136.5,17694,,Unknown,home,bad,England,The Gabba,SquareLeg,28,1,Batting,DN
14,"Plunkett to Warner, 2 runs, lucky runs for Australia. Good length delivery just outside off stump, Warner defends to point, the fielder has a shy at the bowler's end and hits the stumps when Finch did not back up that far, the ball deflects and runs towards mid-wicket, they quickly scamper for two runs",2,Full,wicket_to_wicket,Pull_hook,run,right arm fast medium,Plunkett,136.5,17694,,not_beaten,home,good,England,The Gabba,Midwicket,27,1,Batting,DN
15,"Woakes to Warner, no run, nicely driven off the front foot but straight to the fielder at cover-point",0,GoodLength,outside_stumps,Drive,norun,right arm medium,Woakes,132.8,17694,,not_beaten,home,bad,England,The Gabba,Cover,26,1,Batting,DN
16,"Woakes to Warner, no run, the slower ball again, Warner flicks to mid-on",0,GoodLength,wicket_to_wicket,Flick,norun,right arm medium,Woakes,132.8,17694,,not_beaten,home,bad,England,The Gabba,LongOn,25,1,Batting,DN
17,"Woakes to Warner, no run, the change of pace from Woakes, slower ball on the off stump, Warner defends into the off-side",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm medium,Woakes,132.8,17694,,not_beaten,home,bad,England,The Gabba,Unknown,24,1,Batting,DN
18,"Mark Wood to Warner, <b>FOUR</b>, this guy is turning it on. Short and on the stumps, Warner rocks back and pulls, doesn't bother to keep it down and clears mid-wicket. Davey Warner looking ominous here",4,Short,wicket_to_wicket,Pull_hook,run,right arm fast medium,Mark Wood,142.4,17694,,not_beaten,home,good,England,The Gabba,Midwicket,23,1,Batting,DN
19,"Mark Wood to Warner, <b>FOUR</b>, pace cannot do everything for you. This was just above 140kph, but with no movement in the air and off the pitch, Warner happily bludgeons it straight past the non-striker",4,GoodLength,Unknown,Unknown,run,right arm fast medium,Mark Wood,140,17694,,Unknown,home,bad,England,The Gabba,Unknown,22,1,Batting,DN
20,"Woakes to Warner, no run, allows the length ball to come and defends into the on-side",0,Full,Unknown,Defensive_shot,norun,right arm medium,Woakes,132.8,17694,,not_beaten,home,bad,England,The Gabba,Unknown,21,1,Batting,DN
21,"Woakes to Warner, no run, good length delivery just outside off stump, Warner cuts it towards point",0,GoodLength,outside_stumps,Unknown,norun,right arm medium,Woakes,132.8,17694,,not_beaten,home,bad,England,The Gabba,Point,20,1,Batting,DN
22,"Woakes to Warner, <b>FOUR</b>, this pitch is a batting beauty, so anything in your zone and you can go hard at them. Full and in the slot, Warner drives hard, smashes that between Finch and the umpire, mid-off had no chance",4,Full,Unknown,Drive,run,right arm medium,Woakes,132.8,17694,,not_beaten,home,good,England,The Gabba,LongOff,19,1,Batting,DN
23,"Woakes to Warner, no run, full and on the stumps, Warner defends it softly towards short cover and yells a loud no at his partner",0,Short,wicket_to_wicket,Defensive_shot,norun,right arm medium,Woakes,132.8,17694,,not_beaten,home,bad,England,The Gabba,Cover,18,1,Batting,DN
24,"Mark Wood to Warner, <b>FOUR</b>, punched away square with an open face, Wood offered just a bit of width on this fuller ball and Warner hit the gap at cover-point, the fielder gives chase and tries to flick it back but made contact with the rope",4,Full,wicket_to_wicket,Flick,run,right arm fast medium,Mark Wood,142.4,17694,,not_beaten,home,good,England,The Gabba,Cover,17,1,Batting,DN
25,"Mark Wood to Warner, no run, out comes the bumper, targetted for the lid, Warner ducks under it to let it pass",0,Short,outside_stumps,No_shot,norun,right arm fast medium,Mark Wood,142.4,17694,,beaten,home,bad,England,The Gabba,Unknown,16,1,Batting,DN
26,"Mark Wood to Warner, no run, now this one swings for Wood. Shaping back in late from a fuller length, Mark Wood is probably lucky there, for this full ball was down the leg-side and a fine little tickle was all what was needed to send it to the rope",0,Full,wicket_to_wicket,Unknown,norun,right arm fast medium,Mark Wood,142.4,17694,,Unknown,home,bad,England,The Gabba,Unknown,15,1,Batting,DN
27,"Mark Wood to Warner, no run, good length delivery just on the off stump, Warner defends and gets a sort of an inside edge that rolls beside the pitch",0,Full,wicket_to_wicket,Edge,norun,right arm fast medium,Mark Wood,142.4,17694,,beaten,home,bad,England,The Gabba,Unknown,14,1,Batting,DN
28,"Woakes to Warner, no run, that's a lovely yorker, right at the base of middle stump, but Warner manages to dig it out",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm medium,Woakes,132.8,17694,,not_beaten,home,bad,England,The Gabba,Unknown,13,1,Batting,DN
29,"Woakes to Warner, 1 run, <b>in the airrrr, but safe</b>. So lucky for Warner. Woakes squared him up completely with this length ball that nips away late, Warner closed the bat face to flick on the on-side, got a thick leading edge that flew in the gap at gully",1,GoodLength,wicket_to_wicket,Flick,run,right arm medium,Woakes,132.8,17694,,beaten,home,good,England,The Gabba,Point,12,1,Batting,DN
